Votes,VotedBy,Name,Grade,GradeNumeric,InFinland,AreaLevel1,AreaLevel2,AreaLevel3,Crag,ApproximateCoordinates,Coordinates,Latitude,Longitude,Url27crags,UrlVideo,UrlStory,MainProfiles,MainHoldTypes,MainSkillsNeeded,Adjectives,Comments
1,Male,Turku Modern,6C,12,Yes,Varsinais-Suomi,Turku,Turku,Luolavuori,No,"60.431160,22.281605",60.43116,22.281605,https://27crags.com/crags/luolavuori-433/routes/turku-modern,,,hänkki (overhang),kahva (jug),"psyykkinen vahvuus  (mental strength),voima (power)","hänkki,klassikko,korkea",
1,Male,Feel so good to be afraid,6B+,11,Yes,Pirkanmaa,Tampere,Nokia,Horha,No,"61.438844,23.379366",61.438844,23.379366,https://27crags.com/crags/horha/routes/vekun-proj,,,pysty (wall),reuna/kantti (edge/ledge),"psyykkinen vahvuus  (mental strength),tasapaino (balance)",korkea,"""Toistamaton"""
1,Male,Hyvä!,6B+,11,Yes,Ahvenanmaan maalaiskunta,Geta,,Djupviksgrottorna,No,"60.398158,19.830765",60.398158,19.830765,https://27crags.com/crags/grottan/routes/hyva,,,katto (roof),"krimppi (crimp),slouppi (sloper)","huukkaus (hook),keskivartalo (core),kestävyys (endurance),psyykkinen vahvuus  (mental strength)","hyvä,vaikea,voimallinen","""Boulderointia parhaimmillaan, selkä maata viistäen. Masentavan alhainen greidi vaikeuteen nähden."""
1,Female,Kristallisydän,6B+,11,Yes,Uusimaa,Helsinki,Sipoo,Uusi Sipoo,No,"60.311802,25.249057",60.311802,25.249057,https://27crags.com/crags/uusi-sipoo/routes/kristallisydan,https://www.youtube.com/watch?v=hl0ykcPIxyU,,bulge,"kahva (jug),pihtipolvi,reuna/kantti (edge/ledge)","keskivartalo (core),tekniikka (technique)","hauska,ihana",
1,Male,Valaskala,6B+,11,Yes,Uusimaa,Helsinki,Helsinki,Taivaskallio,No,"60.219682,24.951515",60.219682,24.951515,https://27crags.com/crags/taivaskallio/routes/valaskala,https://vimeo.com/28776665,,"pysty (wall),släbi (slab)","kahva (jug),krimppi (crimp)","psyykkinen vahvuus  (mental strength),sormivoima (finger strength),tasapaino (balance),tekniikka (technique)","jylhä,kuumottava,palkitseva",
1,Female,Furiosa,6B,10,Yes,Kanta-Häme,Riihimäki,Riihimäki,Satulakorpi,No,"60.660733,24.701900",60.660733,24.7019,https://27crags.com/crags/satulakorpi/routes/furiosa,,,"pienen kiven pyöreä pääty - tuntuisi hölmöltä määritellä se hänkki,pysty kun ihan alussa vaan ollaan kiven alla mutta pystyksi sanominen antaa väärän mielikuvan.","krimppi (crimp),slouppi (sloper)","huukkaus (hook),keskivartalo (core),tasapaino (balance),tekniikka (technique)","erikoinen,lyhyt,vaihteleva","""Lyhyelle varmasti vielä antoisampi kuin pitkälle. Otteesta otteeseen pitää sitoutua tosissaan. Ratkaisu ei ole itsestäänselvä."""
1,Male,Koulupinnari,6B,10,Yes,Uusimaa,Helsinki,Helsinki,Herttua,No,"60.219847,24.969410",60.219847,24.96941,https://27crags.com/crags/herttua/routes/koulupinnari,https://www.youtube.com/watch?v=D_SbdzZVGxI,,"hänkki (overhang),pysty (wall)","kahva (jug),reuna/kantti (edge/ledge)","keskivartalo (core),voima (power)","erikoinen,ilmava,mielenkiintoinen",
1,Male,Lobotomy wall,6B,10,Yes,Uusimaa,Helsinki,Helsinki,Meilahti,No,"60.187698,24.897200",60.187698,24.8972,https://27crags.com/crags/meilahti/routes/lobotomy-wall,https://vimeo.com/78863562,,"pysty (wall),släbi (slab)","gastoni (gaston),krimppi (crimp)","psyykkinen vahvuus  (mental strength),sormivoima (finger strength)","jännä,korkea,laadukas","""HIENOT MUUVIT, EI KOVIN VAIKEA, MUTTA KORKEUS TUO MUKANAAN HAASTETTA. LOPUN MUUVIT EI LAINKAAN VAIKEITA, MUTTA VARMASTI JÄNITTÄÄ. KIVEN LAATU ON MYÖS AIVAN TIMANTTIA"""
1,Male,Soturiprinsessa,6B,10,Yes,Uusimaa,Helsinki,Hyvinkää,Piilolampi,No,"60.639745,24.728126",60.639745,24.728126,https://27crags.com/crags/piilolampi-hyvinkaa/routes/soturiprinsessa,,,"hänkki (overhang),kantti (arête),pysty (wall)","kahva (jug),krimppi (crimp),reuna/kantti (edge/ledge)","huukkaus (hook),keskivartalo (core),liikkuvuus (mobility),mantteli (mantel),psyykkinen vahvuus  (mental strength),tekniikka (technique)","herkkä,mahtava,sopiva",
1,Female,Undertaker,6B,10,Yes,Kanta-Häme,Hämeenlinna,Hämeenlinna,Taljala,No,"61.072757,24.024911",61.072757,24.024911,https://27crags.com/crags/taljala/routes/undertaker-133838,https://www.youtube.com/watch?v=8S9oiNL1RZY,,pysty (wall),"krimppi (crimp),underi (undercling)","liikkuvuus (mobility),sormivoima (finger strength),tasapaino (balance)","erikoinen,hauska,viihdyttävä","""Aloitusote on jo kivenmuotona kutkuttava, harvoin ulkona törmää tällaisiin muotoihin. Reitin muuvit tuntuivat yksinkertaisesti hienoilta."""
1,Female,Baby Voodoo,6A+,9,Yes,Ahvenanmaan maalaiskunta,Geta,,Djupviksgrottorna,No,"60.397900,19.830299",60.3979,19.830299,https://27crags.com/crags/grottan/routes/baby-voodoo,https://www.youtube.com/watch?v=lQPEqkZpH6c,,katto (roof),"kahva (jug),krimppi (crimp)","huukkaus (hook),keskivartalo (core),kestävyys (endurance),mantteli (mantel),sormivoima (finger strength),tekniikka (technique),voima (power)","hauska,kaunis,voimakas","""Boulderi on suurimmaksi osaksi katon reunassa poikkarointia, joten mataluudestaan huolimatta se ei ole liian lyhyt. Aloittelija pääsee haastamaan taitojaan monipuolisesti. Puolivälissä on pari hyvää mutta mahdollisesti veret ottavaa krimppiä, joten myös kivunsietokykyään pääsee testaamaan. Toppaus lipan yli sisältää hyvän mahdollisuuden sulavan steppailun sijaan hassusti pungertamiseen. Tällä reitillä on hauskaa ja maisema kuin postikortista."""
1,Male,Elevation,6A+,9,Yes,Pohjanmaa,Vaasa,Vaasa,Melaniemi,No,"63.079358,21.697266",63.079358,21.697266,https://27crags.com/crags/melaniemi/routes/elevation-129341,,,"hänkki (overhang),pysty (wall)","krimppi (crimp),slouppi (sloper)","huukkaus (hook),psyykkinen vahvuus  (mental strength)","jännä,kuumottava,liukas",
1,Male,Foot of the Mountain,6A+,9,Yes,Pirkanmaa,Lounais-Pirkanmaa,Sastamala,P. vuori,No,"61.518575,23.074971",61.518575,23.074971,https://27crags.com/crags/p-vuori/routes/foot-of-the-mountain,,,pysty (wall),krimppi (crimp),"psyykkinen vahvuus  (mental strength),tasapaino (balance)",korkea,"""Toistamaton"""
1,Female,360 Kickflip,6A,8,Yes,Ahvenanmaan maalaiskunta,Geta,,Djupviksgrottorna,No,"60.401326,19.831392",60.401326,19.831392,https://27crags.com/crags/grottan/routes/360-kickflip,https://www.youtube.com/watch?v=6S36foeNYRg,,katto (roof),kahva (jug),"mantteli (mantel),tekniikka (technique)","akrobaattinen,hauska,matala",
1,Male,Fault zone,6A,8,Yes,Uusimaa,Helsinki,Espoo,Kurttila,No,"60.174466,24.614375",60.174466,24.614375,https://27crags.com/crags/kurttila/routes/fault-zone,,,"kantti (arête),pysty (wall)","kahva (jug),reuna/kantti (edge/ledge)","keskivartalo (core),tasapaino (balance),tekniikka (technique),voima (power)","inspiroiva,muuvikas,runsas","""Huikea helpompi reitti. Pääkaupunkiseudun parhaita greidissään"""
1,Male,Laskuvarjojääkäri,6A,8,Yes,Uusimaa,Helsinki,Helsinki,Riistavuori,No,"60.219101,24.888500",60.219101,24.8885,https://27crags.com/crags/riistavuori/routes/laskuvarjojaakari,,,"pysty (wall),släbi (slab)","krimppi (crimp),slouppi (sloper)","liikkuvuus (mobility),tasapaino (balance),tekniikka (technique)","herkkä,ihana,kuumottava","""Ihanan kuumottava"""
1,Male,Mumbo,6A,8,Yes,Uusimaa,Helsinki,Helsinki,Koivusaari,No,"60.161499,24.847601",60.161499,24.847601,https://27crags.com/crags/koivusaari-bloc/routes/mumbo,https://vimeo.com/132431335,,pysty (wall),"krimppi (crimp),slouppi (sloper)","liikkuvuus (mobility),tasapaino (balance),tekniikka (technique)","helppo,lempeä,turvallinen","""Joka yrkällä pääsee sentin pidemmälle"""
1,Female,Släbi,6A,8,Yes,Pohjois-Savo,Sisä-Savo,Suonenjoki,Eskelinmäki,No,"62.669750,27.471097",62.66975,27.471097,https://27crags.com/crags/eskelinmaki/routes/slabi-150683,,,släbi (slab),"pinchi (pinch),reuna/kantti (edge/ledge)","keskivartalo (core),kestävyys (endurance),liikkuvuus (mobility),psyykkinen vahvuus  (mental strength),tasapaino (balance)","halaileva,korkea,mukava",
1,Female,Idaho,5,6,Yes,Uusimaa,Helsinki,Hyvinkää,Piilolampi,No,"60.635153,24.738604",60.635153,24.738604,https://27crags.com/crags/piilolampi-hyvinkaa/routes/idaho,,,pysty (wall),"kahva (jug),krimppi (crimp)",tasapaino (balance),"helppo,kiva,myönteisesti yllättävä","""Putoaa luokkaan ""kiva vitonen"". Helppoudestaan huolimatta pääsee ihan oikeasti kiipeämään. Kiva tasapainoiluvaihe ja juuri kun luulet, että probleema on vaikea greidilleen sinulle selviää, että topissa on kahvoja juuri siellä missä haluaisitkin niiden olevan."""
1,Male,Long Joe,5,6,Yes,Ahvenanmaan maalaiskunta,Geta,,Fågelberget,No,"60.416398,19.837822",60.416398,19.837822,https://27crags.com/crags/fagelberget/routes/long-joe,,,"hyvä traverse pääsin puoliväliin melkein,hänkki (overhang),kantti (arête),katto (roof),pysty (wall),släbi (slab)","gastoni (gaston),hyvä traverse,kahva (jug),krimppi (crimp),pinchi (pinch),poketti (pocket),reuna/kantti (edge/ledge),slouppi (sloper),underi (undercling)","dyno (dyno),erihyvä traverse-koordinaatio,huukkaus (hook),keskivartalo (core),kestävyys (endurance),kompressio (compression),liikkuvuus (mobility),mantteli (mantel),psyykkinen vahvuus  (mental strength),sormivoima (finger strength),tasapaino (balance),tekniikka (technique),voima (power)",mikä on adjektiivi?,"""Hyvä traverse"""
1,Male,Long Joen viereinen traverse,?,0,Yes,Ahvenanmaan maalaiskunta,Geta,,Fågelberget,No,"60.416398,19.837822",60.416398,19.837822,,,,"emt,hänkki (overhang),kantti (arête),katto (roof),pysty (wall),släbi (slab)","gastoni (gaston),kahva (jug),krimppi (crimp),kyinen kurkotus,pinchi (pinch),poketti (pocket),reuna/kantti (edge/ledge),slouppi (sloper),underi (undercling)","dyno (dyno),huukkaus (hook),hyvä keskikokoinen spottaaja,keskivartalo (core),kestävyys (endurance),kompressio (compression),liikkuvuus (mobility),mantteli (mantel),psyykkinen vahvuus  (mental strength),sormivoima (finger strength),tasapaino (balance),tekniikka (technique),voima (power)",vittumainen pyllerrys,"""Hyvä traverse"""
1,Male,Slummin linja,?,0,Yes,Päijät-Häme,,,,Yes,"60.982675,25.661210",60.982675,25.66121,,https://www.youtube.com/watch?v=imDwCeslq5Q&t=1m40s,,hänkki (overhang),"kahva (jug),slouppi (sloper),takakahva","psyykkinen vahvuus  (mental strength),tekniikka (technique)","harmaa,ilmava,kalteva","""Kiven laatu"""
